db_id,conv_name,description,targets
DB11586,Asunaprevir,"Asunaprevir, also named BMS-650032, is a potent hepatitis C virus (HCV) NS3 protease inhibitor. It has been shown to have a very high efficacy in dual-combination regimens with daclatasvir in patients chronically infected with HCV genotype 1b.[A32528] It was developed by Bristol-Myers Squibb Canada and approved by Health Canada on April 22, 2016. The commercialization of asunaprevir was cancelled one year later on October 16, 2017.[L1113]","[['O94956'], ['P08183'], ['P08684'], ['P10635'], ['P11509'], ['P11712'], ['P20813'], ['P20815'], ['P33261'], ['Q9NPD5'], ['Q9Y6L6']]"
DB11587,Etafedrine,"Etafedrine (INN) or ethylephedrine is a long-acting bronchodilator and has been an ingredient combined with other drugs in the brand names Nethaprin [A32757] and Dalmacol [L2568]. It was previously available as both the free base and as the hydrochloride salt manufactured by Sanofi-Aventis (now Sanofi) has been discontinued [L2563].Ethylephedrine is be formed by alkylating ephedrine with ethyl iodide. The hydrochloride is be prepared by passing hydrogen chloride through a solution of ethylephedrine in diethyl ether [F6].This belongs to the family of medications called _decongestants_. It acts by narrowing blood vessels in the nasal passages, helping to relieve nasal congestion [F6].",[['P07550']]
DB11588,Carbon monoxide,"Carbon monoxide (CO) is a colorless, odorless, and tasteless gas that has a slightly lower density than air. It is toxic to hemoglobin utilizing animals (including humans), when encountered in concentrations above about 35 ppm, although it is also formed in normal animal metabolism in low quantities, and is thought to have some normal biological/homeostatic functions [L2529]. Carbon monoxide (CO), is a ubiquitous environmental product of organic combustion, which is also formed endogenously in the human body, as the byproduct of heme metabolism [A32758]. Exhaled CO (eCO), similar to exhaled nitric oxide (eNO), has been evaluated as a candidate breath biomarker of pathophysiological states, including smoking status, and inflammatory diseases of the lung and other organs. Exhalation of corbon monoxide values have been studied as potential indicators of inflammation in asthma, stable COPD and exacerbations, cystic fibrosis, lung cancer, and during surgery or critical care [L2529].A test of the diffusing capacity of the lungs for carbon monoxide (DLCO), is one of the most clinically valuable tests of lung function testing. The technique was first described  100 years ago, and applied to clinical practice many years after. The DLCO measures the ability of the lungs to transfer gas from inhaled air to the red blood cells in pulmonary capillaries. The DLCO test is both convenient and simple for the patient to undergo. The ten seconds of breath-holding required for the DLCO maneuver is easier for most patients to perform than the forced exhalation required for other respiratory tests [L2557].Carbon monoxide is presently used in small amounts in low oxygen modified atmosphere packaging systems (MAP) for fresh meat to stabilize and maintain natural meat color. This use of CO has been generally recognized as safe (GRAS) in several packaging applications for fresh meat products. Since 2002, FDA has favorably reviewed three GRAS notifications for carbon monoxide use in fresh meat packaging [L2537]. The FDA classifies this drug as permitted as a food additive in the packaging and preparation of food products, while following the federal code of regulations [L2531].There have been several concerns voiced of over the use of carbon monoxide in food products [L2537], [L2538], [L2539]. The European Union has banned the use of carbon monoxide as a color stabilizer in meat and fish. A December 2001 report from the European Commission's Scientific Committee on Food concluded that the gas did not pose a risk provided that food was maintained adequately cold during storage and transport to prevent the growth of microorganisms [L2538].  In New Zealand, the use of carbon monoxide in fish preparation has been banned, as it may mask the effects of food spoilage and bacterial growth [L2539].",[['P02144']]
DB11590,Thimerosal,"Thiomersal (INN), commonly known in the U.S. as thimerosal, is an organomercury compound. This compound is a well-established and widely used antiseptic and antifungal agent. Developed in 1927, thimerosal has been and is still being used as a preservative in some cosmetics, topical pharmaceuticals, and biological drug products, which includes vaccines. There has been significant concern regarding its safety and toxicity in the last several decades. Although thimerosal is banned in several countries, it continues to be included as a preservative in some vaccines in the United States and many vaccines in the developing world [L1685].","[['P00390'], ['P02768', 'Q8TES7'], ['P04179'], ['P07203'], ['P54710'], ['Q14643'], ['Q99707'], ['Q9UPY5']]"
DB11591,Bilastine,"Bilastine is a novel new-generation antihistamine that is highly selective for the H1 histamine receptor, has a rapid onset and prolonged duration of action.","[['O94956'], ['P35367'], ['P46721'], ['Q2M3G0']]"
DB11595,Atezolizumab,"Atezolizumab is a humanized monoclonal antibody used to prevent the interaction of PD-L1 and PD-1, removing inhibition of immune responses seen in some cancers.[A18493,L7489] This medication is reserved for patients whose tumors express PD-L1, cannot receive platinum-based chemotherapy, or whose tumors do not respond to platinum-based chemotherapy.[L7489] Atezolizumab was granted FDA approval on 18 October 2016.[L7489] In November 2022, the manufacturer (Genentech) voluntarily withdrew the use of atezolizumab for the treatment of urothelial carcinoma, previously approved under the FDA's Accelerated Approval Program. The rest of atezolizumab indications remain unaffected.[L44246]",[['Q9NZQ7']]
DB11598,Antithrombin III human,A plasma alpha 2 glycoprotein that accounts for the major antithrombin activity of normal plasma and also inhibits several other enzymes. It is a member of the serpin superfamily.,[['P01008']]
DB11605,Myrrh,"Extractives and their physically modified derivatives such as tinctures, concretes, absolutes, essential oils, oleoresins, terpenes, terpene-free fractions, distillates, residues, obtained from Commiphora abyssinica, Burseraceae.","[['O75469'], ['P08684'], ['P20815'], ['P24462'], ['Q07869'], ['Q96RI1'], ['Q9HB55']]"
DB11606,Susoctocog alfa,"Intravenous susoctocog alfa is a recombinant, B-domain deleted, porcine sequence antihaemophilic factor VIII (FVIII) product that has recently been approved for the treatment of bleeding episodes in adults with acquired haemophilia A (AHA). AHA is a rare bleeding disorder that results in a prolonged clotting time as measured by the activated partial thromboplastin time (aPTT) assay, a conventional in vitro test for biological activity of factor VIII. Patients with AHA have normal Factor VIII genes for coagulation pathways but develop inhibitory autoantibodies directed against Factor VIII. These autoantibodies neutralize circulating human factor VIII and create a functional deficiency of this procoagulant protein. Susoctocog alfa serves to temporarily restore the inhibited endogenous Factor VIII for effective hemostasis. In a global, prospective, controlled, multi-center Phase 2/3 open-label clinical trial, all patients responded to susoctocog alfa treatment within 24 hours [L1129]. Susoctocog alfa is a glycoprotein containing a 90 kDa heavy chain and a 80 kDa light chain with the naturally-occuring B domain replaced with a twenty-four amino acid linker.Susoctocog alfa was approved by the FDA in October 2014 and is marketed under the brand name Obizur for intravenous injection. It is the first recombinant porcine FVIII treatment approved for AHA that allows physicians to manage the treatment's efficacy and safety by measuring factor VIII activity levels in addition to clinical assessments [L1129]. The recombinant porcine sequence allows less susceptibility to inactivation by circulating human factor VIII antibodies.",[['P04275']]
DB11607,Efmoroctocog alfa,"Efmoroctocog alfa is a fully recombinant factor VIII-Fc fusion protein (rFVIIIFc) with an extended half-life compared with conventional factor VIII (FVIII) preparations, including recombinant FVIII (rFVIII) products such as [DB13999][A31551]. It is an antihemorrhagic agent used in replacement therapy for patients with haemophilia A (congenital factor VIII deficiency). It is suitable for all age groups. Haemophilia A is a rare bleeding disorder associated with a slow clotting process caused by the deficiency of factor VIII. Patients with this disorder are more susceptible to recurrent bleeding episodes and excessive bleeding following minor traumatic injuries or surgical procedures [A31551]. Prophylactic treatment may dramatically improve the management of severe haemophilia A in the future by reducing joint bleeding and other hemorrhages that cause chronic pain and disability to patients [A31551, A31552]. Prophylaxis has also shown to reduce the formation of neutralizing anti-FVIII antibodies, or inhibitors [A31552]. Factor VIII is a blood coagulant factor involved in the intrinsic pathway to form fibrin, or a blood clot. Efmoroctocog alfa is a first commercially available rFVIII-Fc fusion protein (rFVIIIFc) where the conjugated molecule of rFVIII to polyethylene glycol is covalently fused to the dimeric Fc domain of human immunoglobulin G1, a long-lived plasma protein [FDA Label]. The B domain of factor VIII is deleted. In animal models of haemophilia, efmoroctocog alfa demonstrated an approximately two-fold longer t½ than commercially available rFVIII products [A31551].Other drug products with similar structure and function to Efmoroctocog alfa include [DB13999], which is produced by recombinant DNA technology and is identical in sequence to endogenously produced Factor VIII, but does not contain the B-domain, which has no known biological function, and [DB13192], which is purified endogenous Factor VIII from human pooled blood and contains both A- and B-subunits. It is commonly marketed as Elocta or Eloctate for intravenous injection. To date, no confirmed inhibitory autoantibodies were seen in previously treated patients included in clinical studies and treatment-emergent adverse events were generally consistent with those expected in the patient populations being studied [A31551]. The extended half-life of efmoroctocog alfa provides several clinical benefits for patients, including reduced frequency of injections required and improved adherence to prophylaxis [A31551].",[['P04275']]
